code_paiement;date_paiement;filiale;fournisseur;montant;type_paiement;statut;banque;numero_compte;beneficiaire;reference;notes
;07/10/2025;LE ROI DES CHANTIERS;CIMAF;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CIMAF;;DEPOT SUR COMPTE CIMAF POUR ACHAT DE CIMENT  // MME IRIS/ CIMAF
;14/10/2025;LE ROI DES CHANTIERS;3D DEVELOPPEMENT;6.758.525,00;Virement;Validé;BGFI LRC;;3D DEVELOPPEMENT;;VIR.EMIS  3D DEVELOPPEMENT
;15/10/2025;LE ROI DES CHANTIERS;CRYSTAL AZUR;1.750.000,00;Virement;Validé;ORABANK LRC;;CRYSTAL AZUR;;Virmt fav. CRYSTAL AZUR RGT FACT CRYSTAL AZUR
;15/10/2025;LE ROI DES CHANTIERS;CIMAF;80.999.980,00;Traite;Validé;AFG LRC;;CIMAF;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;15/10/2025;LE ROI DES CHANTIERS;SOCIETE UWAGAB;65.665.000,00;Chèque;Validé;AFG LRC;;SOCIETE UWAGAB;;CHEQUE RECUS  Num cheq: 0000616
;15/10/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;15/10/2025;LE ROI DES CHANTIERS;SOGEM TP;3.712.800,00;Virement;Validé;BGFI LRC;;SOGEM TP;;VIR.EMIS  SOCIETE GENERALE MAC
;15/10/2025;LE ROI DES CHANTIERS;ALT EMPLOI GABON;66.926.610,00;Virement;Validé;BGFI LRC;;ALT EMPLOI GABON;;VIR.EMIS  ALT EMPLOI GABON INT
;17/10/2025;LE ROI DES CHANTIERS;SCI NADIA;1.200.000,00;Chèque;Validé;ECOBANK;;SCI NADIA;;REF : T01M305252900001 // DEBIT DIRECT //  // VRT LE ROI DES CHANTIERS FAV OYINI BENLEMLIH SAID
;17/10/2025;LE ROI DES CHANTIERS;PYRAMIDE BTP;2.882.500,00;Chèque;Validé;AFG LRC;;PYRAMIDE BTP;;CHEQUE RECUS  Num cheq: 0000618
;17/10/2025;LE ROI DES CHANTIERS;SOCIETE MAISSA ARCHITECTURES;90.000.000,00;Chèque;Validé;AFG LRC;;SOCIETE MAISSA ARCHITECTURES;;REMISE DE CHEQUE INTRA  Num cheq:  0000398
;17/10/2025;LE ROI DES CHANTIERS;SOCIETE MAISSA ARCHITECTURES;90.000.000,00;Chèque;Validé;AFG LRC;;SOCIETE MAISSA ARCHITECTURES;;REMISE DE CHEQUE INTRA  Num cheq:  0000397
;17/10/2025;LE ROI DES CHANTIERS;SOCIETE MAISSA ARCHITECTURES;90.000.000,00;Chèque;Validé;AFG LRC;;SOCIETE MAISSA ARCHITECTURES;;REMISE DE CHEQUE INTRA  Num cheq:  0000399
;21/10/2025;LE ROI DES CHANTIERS;COBEN GABON;13.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;COBEN GABON;;LOCATION DE 09 CAMIONS PLATEAUX POUR TRANSPORT DES BORDURES ET PAVES SUR MEKAMBO   // M NGORA ERIC / COBEN
;22/10/2025;LE ROI DES CHANTIERS;OGAR ASSURANCES;24.189.397,00;Chèque;Validé;AFG LRC;;OGAR ASSURANCES;;REMISE DE CHEQUE INTRA  Num cheq:  0000396
;23/10/2025;LE ROI DES CHANTIERS;ASAPH ENERGY & SERVICES;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASAPH ENERGY & SERVICES;;2EME AVANCE POUR MAIN D'ŒUVRE TRAVAUX D'ELETRIFICATION CHANTIER AVORBAM // ASAPH / M EKOMO OLOH SALOMON VERMESSE
;23/10/2025;LE ROI DES CHANTIERS;ASAPH ENERGY & SERVICES;600.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASAPH ENERGY & SERVICES;;ACHAT DE 12 TRANSFORMATEURS ELECTRIQUES 200 W POUR LE CHANTIER AVORBAM // ASAPH / M EKOMO OLOH SALOMON VERMESSE
;24/10/2025;LE ROI DES CHANTIERS;SOGEM TP;9.410.520,00;Chèque;Validé;AFG LRC;;SOGEM TP;;CHEQUE RECUS  Num cheq: 0000701
;24/10/2025;LE ROI DES CHANTIERS;INNOVCOM;8.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;INNOVCOM;;REGLEMENT ACOMPTE POUR FOURNITURE/DEPLOIEMENT DE CIRCUIT ONDULEUR  0 KVA MONO ET FOURNITURE ET DEPLOIEMENT RESEAU INFORMATIQUE ET VIDEOSURVEILLANCE CHANTIER AVORBAM  //  INNOV COM/ M DJEDE KOFFI BERTRAND
;24/10/2025;LE ROI DES CHANTIERS;SRBTP;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;AVANCE DE 50% POUR LES TRAVAUX DE TUYAUTERIE STATION ASSOCK NGOMO // CEO METROLOGIE/ M KEVIN NDJYOTA
;27/10/2025;LE ROI DES CHANTIERS;CFAO Comptoir Francais De L'Afrique Occidentale;291.693,00;Chèque;Validé;AFG LRC;;CFAO Comptoir Francais De L'Afrique Occidentale;;CHEQUE RECUS  Num cheq: 0000704
;27/10/2025;LE ROI DES CHANTIERS;LES MATERIAUX REUNIS SA;403.232,00;Chèque;Validé;AFG LRC;;LES MATERIAUX REUNIS SA;;CHEQUE RECUS  Num cheq: 0000702
;27/10/2025;LE ROI DES CHANTIERS;SODIM TP;376.175,00;Chèque;Validé;AFG LRC;;SODIM TP;;REMISE DE CHEQUE INTRA  Num cheq:  0000703
;28/10/2025;LE ROI DES CHANTIERS;SSPG;5.118.797,00;Chèque;Validé;AFG LRC;;SSPG;;CHEQUE RECUS  Num cheq: 0000717
;28/10/2025;LE ROI DES CHANTIERS;SOCIETE BANI SARL;12.565.000,00;Chèque;Validé;AFG LRC;;SOCIETE BANI SARL;;CHEQUE RECUS  Num cheq: 0000705
;30/10/2025;LE ROI DES CHANTIERS;TAF AGRO UNIVERSEL;15.000.000,00;Chèque;Validé;AFG LRC;;TAF AGRO UNIVERSEL;;CHEQUE RECUS  Num cheq: 0000740
;30/10/2025;LE ROI DES CHANTIERS;SOCIETE DES GRANULATS DU GABON;11.250.000,00;Chèque;Validé;AFG LRC;;SOCIETE DES GRANULATS DU GABON;;CHEQUE RECUS  Num cheq: 0000735
;30/10/2025;LE ROI DES CHANTIERS;SOLUGEO;10.513.000,00;Chèque;Validé;AFG LRC;;SOLUGEO;;CHEQUE RECUS  Num cheq: 0000733
;30/10/2025;LE ROI DES CHANTIERS;MECANIQUE ELECTRIQUE PLUS;7.739.636,00;Chèque;Validé;AFG LRC;;MECANIQUE ELECTRIQUE PLUS;;CHEQUE RECUS  Num cheq: 0000719
;30/10/2025;LE ROI DES CHANTIERS;STRAIGHTLINE DETAILING;2.540.000,00;Chèque;Validé;AFG LRC;;STRAIGHTLINE DETAILING;;CHEQUE RECUS  Num cheq: 0000722
;30/10/2025;LE ROI DES CHANTIERS;MECANO AUTO DESIGN;1.271.250,00;Chèque;Validé;AFG LRC;;MECANO AUTO DESIGN;;CHEQUE RECUS  Num cheq: 0000726
;30/10/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;9.092.195,00;Chèque;Validé;AFG LRC;;LV EQUIPEMENT SERVICE;;CHEQUE RECUS  Num cheq: 0000730
;30/10/2025;LE ROI DES CHANTIERS;SARL NGT;1.533.149,00;Chèque;Validé;AFG LRC;;SARL NGT;;CHEQUE RECUS  Num cheq: 0000744
;30/10/2025;LE ROI DES CHANTIERS;FORVIS MAZARS GABON;5.462.100,00;Chèque;Validé;AFG LRC;;FORVIS MAZARS GABON;;REMISE DE CHEQUE INTRA  Num cheq:  0000349
;30/10/2025;LE ROI DES CHANTIERS;ETF BTP GABON;34.300.000,00;Chèque;Validé;AFG LRC;;ETF BTP GABON;;REMISE DE CHEQUE INTRA  Num cheq:  0000739
;30/10/2025;LE ROI DES CHANTIERS;ECIG ENTREPRISE COMMERCIALE ET INDUSTRIELLE DU GABON;8.009.434,00;Chèque;Validé;AFG LRC;;ECIG ENTREPRISE COMMERCIALE ET INDUSTRIELLE DU GABON;;REMISE DE CHEQUE INTRA  Num cheq:  0000731
;30/10/2025;LE ROI DES CHANTIERS;GRATRALH;1.700.000,00;Chèque;Validé;AFG LRC;;GRATRALH;;REMISE DE CHEQUE INTRA  Num cheq:  0000723
;30/10/2025;LE ROI DES CHANTIERS;SOGEM TP;28.350.170,00;Chèque;Validé;AFG LRC;;SOGEM TP;;REMISE DE CHEQUE INTRA  Num cheq:  0000732
;30/10/2025;LE ROI DES CHANTIERS;DAVUM GABON SA;1.532.762,00;Virement;Validé;AFG LRC;;DAVUM GABON SA;;DEBIT DIVERS  PAIEMENT CH N  0000617
;30/10/2025;LE ROI DES CHANTIERS;SOGEM TP;70.000.000,00;Virement;Validé;BGFI LRC;;SOGEM TP;;PAIEMENT AVAL/TRAITE   926930
;30/10/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;1.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;2EME AVANCE POUR LES TRAVAUX DE PEINTURE  // LEME CONSTRUCTION /M MAMADOU FAYE
;31/10/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;31/10/2025;LE ROI DES CHANTIERS;SOGEM TP;198.849.000,00;Traite;Validé;AFG LRC;;SOGEM TP;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;31/10/2025;LE ROI DES CHANTIERS;SARL NGT;-1.533.149,00;Chèque;Validé;AFG LRC;;SARL NGT;;VIREMENT  CHEQUE IMPAYE N° 0000744 DU 31/10/25
;31/10/2025;LE ROI DES CHANTIERS;MECANO AUTO DESIGN;-1.271.250,00;Chèque;Validé;AFG LRC;;MECANO AUTO DESIGN;;VIREMENT  CHEQUE N°0000726 DU  31/10/25.
;31/10/2025;LE ROI DES CHANTIERS;STRAIGHTLINE DETAILING;-2.540.000,00;Chèque;Validé;AFG LRC;;STRAIGHTLINE DETAILING;;VIREMENT  CHEQUE IMPAYE N° 0000722 DU 31/10/25.
;31/10/2025;LE ROI DES CHANTIERS;GABON SPRIINT AUTO;433.160,00;Chèque;Validé;AFG LRC;;GABON SPRIINT AUTO;;REMISE DE CHEQUE INTRA  Num cheq:  0000727
;31/10/2025;LE ROI DES CHANTIERS;MECANIQUE ELECTRIQUE PLUS;-7.739.636,00;Chèque;Validé;AFG LRC;;MECANIQUE ELECTRIQUE PLUS;;VIREMENT  CHEQUE IMPAYE  N° 0000719 DU 30/10/25.
;31/10/2025;LE ROI DES CHANTIERS;SOLUGEO;-10.513.000,00;Chèque;Validé;AFG LRC;;SOLUGEO;;VIREMENT  CHEQUE IMPAYE  N° 0000733 DU 31/10/25.
;31/10/2025;LE ROI DES CHANTIERS;TAF AGRO UNIVERSEL;-15.000.000,00;Chèque;Validé;AFG LRC;;TAF AGRO UNIVERSEL;;VIREMENT  CHEQUE IMPAYE  N° 0000740 DU 31/10/25.
;31/10/2025;LE ROI DES CHANTIERS;FORVIS MAZARS GABON;-5.462.100,00;Virement;Validé;AFG LRC;;FORVIS MAZARS GABON;;VIREMENT  REJET CHQ IMPAYE  0000349
;31/10/2025;LE ROI DES CHANTIERS;ETF BTP GABON;-34.300.000,00;Virement;Validé;AFG LRC;;ETF BTP GABON;;VIREMENT  REJET CHQ IMPAYE  0000739
;31/10/2025;LE ROI DES CHANTIERS;ECIG ENTREPRISE COMMERCIALE ET INDUSTRIELLE DU GABON;-8.009.434,00;Virement;Validé;AFG LRC;;ECIG ENTREPRISE COMMERCIALE ET INDUSTRIELLE DU GABON;;VIREMENT  REJET CHQ IMPAYE  0000731
;31/10/2025;LE ROI DES CHANTIERS;GRATRALH;-1.700.000,00;Virement;Validé;AFG LRC;;GRATRALH;;VIREMENT  REJET CHQ IMPAYE  0000723
;31/10/2025;LE ROI DES CHANTIERS;SOGEM TP;-28.350.170,00;Virement;Validé;AFG LRC;;SOGEM TP;;VIREMENT  REJET CHQ IMPAYE  0000732
;31/10/2025;LE ROI DES CHANTIERS;PIECES EQUIP'AUTO SA;10.146.087,00;Chèque;Validé;AFG LRC;;PIECES EQUIP'AUTO SA;;CHEQUE RECUS  Num cheq: 0000721
;31/10/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;-9.092.195,00;Chèque;Validé;AFG LRC;;LV EQUIPEMENT SERVICE;;VIREMENT  CHEQUE IMPAYE  N° 0000730 DU 31/10/25.
;31/10/2025;LE ROI DES CHANTIERS;SOCIETE DES GRANULATS DU GABON;-11.250.000,00;Chèque;Validé;AFG LRC;;SOCIETE DES GRANULATS DU GABON;;VIREMENT  CHEQUE IMPAYE  N° 0000735 DU 31/10/25.
;31/10/2025;LE ROI DES CHANTIERS;KUA AUTO;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KUA AUTO;;REGLEMENT ACOMPTE FACTURE KUA AUTO // KUA AUTO/ KOSTA ULRICH ALEXIS
;01/11/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;1.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;3 EME AVANCE POUR LES TRAVAUX D'EMBELLISEMENT DU GRAND LIBREVILLE AXE ROND POINT DEMOCRATIE/ FEU ROUGE AFFAIRE ETRANGERE /CARREFOUR LEON MBA/CENTRE DIAGNOSTIQUE  // LEME CONSTRUCTIONS/ M FAYE MAMADOU
;03/11/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;63.795.630,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;REGULARISATION  REGUARISATION  SUR LOYER IMAPYE DU 30/09/2025
;03/11/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;10.991.629,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;REGULARISATION  REGUARISATION  SUR LOYER IMAPYE DU 30/09/2025
;04/11/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;10.991.629,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT  REGULARISATION SUR  LOYER IMPAYE DU 30/10/2025
;04/11/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;63.795.630,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT  REGULARISATION SUR  LOYER IMPAYE DU 30/10/2025
;04/11/2025;LE ROI DES CHANTIERS;PIRIG;1.630.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PIRIG;;ACHAT MATERIEL D'ATTACHEMENT POUR LA STATION AVORBAM // M FONDJO ROGER /PIRIG
;06/11/2025;LE ROI DES CHANTIERS;SOGAFRIC SERVICES SA;2.383.325,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SOGAFRIC SERVICES SA;;ACHAT CLIMATISEUR ET ACCESSOIRES POUR BUREAU DES ACHATS BASE TROPIGAB  // SOGAFRIC/ MME IRIS
;07/11/2025;LE ROI DES CHANTIERS;SOGEM TP;70.000.000,00;Virement;Validé;BGFI LRC;;SOGEM TP;;EXT CAUT CT/AVAL TRAITE 926941
;07/11/2025;LE ROI DES CHANTIERS;SOGEM TP;70.000.000,00;Virement;Validé;BGFI LRC;;SOGEM TP;;EXT CAUT CT/AVAL TRAITE 926929
;07/11/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;1.839.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;AVANCE DE DEMARRAGE POUR LES TRAVAUX DE PEINTURE ROND POINT DE LA DEMOCRATIE  // LEME CONSTRUCTION/ M FAYE MAMADOU
;08/11/2025;LE ROI DES CHANTIERS;BAMBA RASSOUL;1.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BAMBA RASSOUL;;AVANCE SUR RELIQUAT FACTURE POUR EXECUTION DES TRAVAUX A MALINGA  // BAMBA RASSOUL/ M MBAYE ELHADJI MAMADOU
;08/11/2025;LE ROI DES CHANTIERS;PL GABON ENGINEERING;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PL GABON ENGINEERING;;PAIEMENT ESPECE FACTURE PL GABON / RETOUR CHEQUE IMPAYE  // PL GABON ENGINEERING / M IGNANGA HUGUES RODRIGUE  
;08/11/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;3.600.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;LOCATION ECHAFFAUDAGE POUR TRAVAUX DE PEINTURE ROND POINT DEMOCRATIE  // LEME CONSTRUCTION / LEME CONSTRUCTION 
;10/11/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;480.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;ACHAT COMPLEMENT DE MATERIEL POUR EXECUTION TRAVAUX DE PEINTURE ROND POINT DEMOCRATIE  // M FAYE MAMADOU
;10/11/2025;LE ROI DES CHANTIERS;DMH GABON;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;DMH GABON;;REGLEMENT ACOMPTE / CREANCE POUR LIVRAISON MATERIEL DE TOPOGRAPHIE  // DMH GABON / NDOG NLOMNONGOI ISIDORE CARDIN 
;12/11/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;2.495.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;ACHAT COMPLEMENT DE MATERIEL DALLE ACOUSTIQUE STATION MINVOUL // M THIBAULT MBAZELE 
;14/11/2025;LE ROI DES CHANTIERS;CIMAF;80.999.980,00;Traite;Validé;AFG LRC;;CIMAF;;EFFETS A L'ENCAISSEMENT-REGLEMENT
;14/11/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;839.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;ACHAT COMPLEMENT DE MATERIEL POUR LA TUYAUTERIE DE LA STATION MINVOUL // M THIBAUT MBAZELE
;14/11/2025;LE ROI DES CHANTIERS;KORUM;15.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KORUM;;DECAISSEMENT ACCORD PDG AGANO/ REGLEMENT FACTURE  // KORUM/ M BOUKENE NWIN ERICQ
;14/11/2025;LE ROI DES CHANTIERS;KUA AUTO;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KUA AUTO;;REGLEMENT FACTURE KUA AUTO // KUA AUTO/KOSTA ULRICH ALEXIS
;15/11/2025;LE ROI DES CHANTIERS;CABINET JURIS-CONSULT & PARTNERS;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CABINET JURIS-CONSULT & PARTNERS;;DECAISSEMENT CABINET JURIS-CONSULT & PARTNERS // MME VICTOIRE EYI
;15/11/2025;LE ROI DES CHANTIERS;PIRIG;800.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PIRIG;;FABRICATION CALLE METALLIQUES CHANTIER AVORBAM // PIRIG/ M FONDJO ROGER
;18/11/2025;LE ROI DES CHANTIERS;BATIPLUS;1.462.900,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL POUR  CURAGE CANIVEAUX ANCIENNE GARE ROUTIERE  // BATIPLUS / MADAME IRIS
;18/11/2025;LE ROI DES CHANTIERS;DMH GABON;2.300.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;DMH GABON;;PAIEMENT ESPECES FACTURES DMH  // DMH/ M NDOG NLOMNGOI ISIDORE CARDIN
;20/11/2025;LE ROI DES CHANTIERS;GEOFOND;15.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GEOFOND;;AVANCE SUR FACTURE / SOCIETE GEOFOND // MME NDOULOU ABELOKO VALERIE/GEOFOND
;21/11/2025;LE ROI DES CHANTIERS;BATIPLUS;90.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;DEBIT DIVERS CHQ NO: 0000747 CHEQUE N °0000747- CHEQUE N°0000747
;21/11/2025;LE ROI DES CHANTIERS;BATIPLUS;90.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;DEBIT DIVERS CHQ NO: 0000746 CHEQUE N °0000746- CHEQUE N°0000747
;21/11/2025;LE ROI DES CHANTIERS;BATIPLUS;90.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;DEBIT DIVERS CHQ NO: 0000745 CHEQUE N °0000745- CHEQUE N°0000747
;21/11/2025;LE ROI DES CHANTIERS;PIECES EQUIP'AUTO SA;12.532.498,00;Chèque;Validé;AFG LRC;;PIECES EQUIP'AUTO SA;;VIREMENT CHQ NO: 0000743 PAIEMENT CH N 0000743- PAIEMENT CH N 0000743
;21/11/2025;LE ROI DES CHANTIERS;COTEXA SAS;46.640.000,00;Chèque;Validé;AFG LRC;;COTEXA SAS;;VIREMENT CHQ NO: 0000652 PAIEMENT CH N 0000652- PAIEMENT CH N 0000652
;21/11/2025;LE ROI DES CHANTIERS;MATELEC;3.233.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MATELEC;;ACHAT MATERIEL DE VENTILATION ET DE CLIMATISATION STATION GAB OIL OKONDJA  // MME IRIS/ MATELEC
;21/11/2025;LE ROI DES CHANTIERS;KORUM;15.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KORUM;;AVANCE SUR FACTURE KORUM // KORUM/MME KONDA MAYE EPSE AYABE
;21/11/2025;LE ROI DES CHANTIERS;GEOFOND;12.548.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GEOFOND;;REGLEMENNT RELIQUAT FACTURE   RETOUR CHEQUE IMPAYE  /GEOFOND  // GEOFOND/MME NDOULOU ABELOKO VALERIE
;21/11/2025;LE ROI DES CHANTIERS;KUA AUTO;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KUA AUTO;;AVANCE SUR FACTURE KUA AUTO // KUA AUTO/ KOSTA ULRICH
;22/11/2025;LE ROI DES CHANTIERS;ASAPH ENERGY & SERVICES;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASAPH ENERGY & SERVICES;;ACOMPTE SUR FACTURE ELECTRICITE AVORBAM ET AKANDA  // ASAPH/ EKOMO DOH SALOMON VERMESSE
;22/11/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;4 EME AVANCE POUR LES TRAVAUX DE PEINTURE GRAND LBV // M MAMADOU FAYE /LEME CONSTRUCTION 
;24/11/2025;LE ROI DES CHANTIERS;SARL PRIMEDIA GABON;6.001.031,00;Chèque;Validé;AFG LRC;;SARL PRIMEDIA GABON;;VIREMENT CHQ NO: 0000675 CHEQ NUM.0000675- CHEQ NUM.0000675
;24/11/2025;LE ROI DES CHANTIERS;BATIPLUS;-90.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;VIREMENT  EXTOURNE DE FONDS CHEQUE N°0000747- EXTOURNE DE FONDS CHEQUE N °0000747
;24/11/2025;LE ROI DES CHANTIERS;BATIPLUS;-90.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;VIREMENT  EXTOURNE DE FONDS CHEQUE N°0000746- EXTOURNE DE FONDS CHEQUE N °0000747
;24/11/2025;LE ROI DES CHANTIERS;BATIPLUS;-90.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;VIREMENT  EXTOURNE DE FONDS CHEQUE N°0000745- EXTOURNE DE FONDS CHEQUE N °0000747
;24/11/2025;LE ROI DES CHANTIERS;SSPG;5.705.025,00;Chèque;Validé;AFG LRC;;SSPG;;CHEQUE RECUS CHQ NO: 0000672 CHEQUE RECU NUMERO 0000672-
;24/11/2025;LE ROI DES CHANTIERS;AUTO EXPERT;8.185.000,00;Chèque;Validé;AFG LRC;;AUTO EXPERT;;CHEQUE RECUS CHQ NO: 0000674 CHEQUE RECU NUMERO 0000674-
;24/11/2025;LE ROI DES CHANTIERS;FOBERD GABON;878.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;FOBERD GABON;;ACHAT CARREAUX 30/30 POUR LA STATION SERVICE DE MAKONGONIO // FOBERD GABON/ MME IRIS
;24/11/2025;LE ROI DES CHANTIERS;BATIPLUS;3.383.040,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL POUR COULAGE DE LA PISTE STATION GAB OIL OKONDJA  // BATIPLUS/ MME IRIS
;25/11/2025;LE ROI DES CHANTIERS;GARAGE SERVICES PRO;8.010.000,00;Chèque;Validé;AFG LRC;;GARAGE SERVICES PRO;;DEBIT DIVERS CHQ NO: 0000724 PAIEMENT CHQ 0000724- PAIEMENT CHQ 0000724
;25/11/2025;LE ROI DES CHANTIERS;MECANIQUE ELECTRIQUE PLUS;7.739.636,00;Chèque;Validé;AFG LRC;;MECANIQUE ELECTRIQUE PLUS;;DEBIT DIVERS CHQ NO: 0000719 PAIEMENT CHQ 0000719- PAIEMENT CHQ 0000719
;25/11/2025;LE ROI DES CHANTIERS;ECOTONE;63.966.000,00;Chèque;Validé;AFG LRC;;ECOTONE;;CHEQUE RECUS CHQ NO: 0000651 CHEQUE RECU NUMERO 0000651-
;25/11/2025;LE ROI DES CHANTIERS;BAMBA RASSOUL;9.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BAMBA RASSOUL;;AVANCE SUR MAIN D'ŒUVRE POUR LES TRAVAUX DE MALINGA  // BAMBA RASSOUL/ M MBAYE EL HADJI MAMADOU
;25/11/2025;LE ROI DES CHANTIERS;BATIPLUS;4.564.400,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL D'ETANCHEITE ET SOUDURE POUR LA STATION DE NKUM // BATIPLUS/ MME IRIS 
;25/11/2025;LE ROI DES CHANTIERS;BATIPLUS;3.896.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL D'ETANCHEITE ET SOUDURE POUR LA STATION DE ASSOCK NGOMO  // BATIPLUS/ MME IRIS 
;25/11/2025;LE ROI DES CHANTIERS;INNOVCOM;13.225.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;INNOVCOM;;REGLEMENT RELIQUAT FACTURE + AVANCE SUR TRAVAUX STATION GAB OIL OKONDJA  // M DJEDJE KOFFI/ INNOV COM
;26/11/2025;LE ROI DES CHANTIERS;MECANIQUE ELECTRIQUE PLUS;7.739.636,00;Virement;Validé;AFG LRC;;MECANIQUE ELECTRIQUE PLUS;;VIREMENT  REGLEMENT CH N 0000719- REGLEMENT CH N 0000719
;26/11/2025;LE ROI DES CHANTIERS;SOLUGEO;10.513.000,00;Chèque;Validé;AFG LRC;;SOLUGEO;;VIREMENT CHQ NO: 0000733 PAIEMENT CH N 0000733- PAIEMENT CH N 0000733
;26/11/2025;LE ROI DES CHANTIERS;STRAIGHTLINE DETAILING;2.540.000,00;Chèque;Validé;AFG LRC;;STRAIGHTLINE DETAILING;;VIREMENT CHQ NO: 0000722 PAIEMENT CH N 0000722- PAIEMENT CH N 0000722
;26/11/2025;LE ROI DES CHANTIERS;BATIPLUS;7.596.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL D'ETANCHEITE ET DE SOUDURE POUR LA STATION DE MINVOUL // BATIPLUS/ MME IRIS
